query,event
What time does the Research Symposium 541 start?,Research Symposium 541
What time is the Career Fair 386?,Career Fair 386
Where is the Career Fair 386 being held?,Career Fair 386
Is the Career Fair 386 already over?,Career Fair 386
How do I move Workshop 522 to a different date?,Workshop 522
Can you remind me to leave for Workshop 522 at 05:49 AM?,Workshop 522
"Is there a conflict with Workshop 522 on May 25, 2024 at 05:49 AM?",Workshop 522
What is the date and time of the Networking Event 492?,Networking Event 492
Where is the Networking Event 492 being held?,Networking Event 492
Is the Networking Event 492 already over?,Networking Event 492
What is the date of Workshop 232?,Workshop 232
Where is Workshop 232 taking place?,Workshop 232
What time does Workshop 232 start?,Workshop 232
What is the date and time of the Research Symposium 860?,Research Symposium 860
Can you send me an invite to the Research Symposium 860?,Research Symposium 860
Can I change the location of the Research Symposium 860?,Research Symposium 860
What is the date of Workshop 614?,Workshop 614
Where is Workshop 614 taking place?,Workshop 614
What time does Workshop 614 start?,Workshop 614
What is the date of the Annual Meeting 676?,Annual Meeting 676
Where is the Annual Meeting 676 taking place?,Annual Meeting 676
What time is the Annual Meeting 676?,Annual Meeting 676
What is the time of the Green Energy Summit 549?,Green Energy Summit 549
"Is there a conflict with my meeting on January 20, 2025 at 12:59 PM?",Green Energy Summit 549
Where is the Green Energy Summit 549 being held?,Green Energy Summit 549
What is the date and time of Seminar 152?,Seminar 152
Where is Seminar 152 being held?,Seminar 152
Is Seminar 152 already over?,Seminar 152
What is the time of the Blockchain & Crypto Seminar 416?,Blockchain & Crypto Seminar 416
"Can you remind me of the Blockchain & Crypto Seminar 416 on September 11, 2025 at 03:24 PM?",Blockchain & Crypto Seminar 416
What is the location of the Blockchain & Crypto Seminar 416?,Blockchain & Crypto Seminar 416
What time is the Software Development Meetup 342?,Software Development Meetup 342
Where is the Software Development Meetup 342 happening?,Software Development Meetup 342
Is there a dress code for the Software Development Meetup 342?,Software Development Meetup 342
What time is the product launch 642?,Product Launch 642
Where is the product launch 642 happening?,Product Launch 642
Is there a follow-up event after the product launch 642?,Product Launch 642
How do I move the Machine Learning Bootcamp 318 to a different date?,Machine Learning Bootcamp 318
Can you remind me to follow up with the attendees of the Machine Learning Bootcamp 318 after the event?,Machine Learning Bootcamp 318
How do I send out invites for the Machine Learning Bootcamp 318 to my colleagues?,Machine Learning Bootcamp 318
What's the date and time of the Startup Pitch Event 316?,Startup Pitch Event 316
Where is the Startup Pitch Event 316 being held?,Startup Pitch Event 316
Can you send me an invite to the Startup Pitch Event 316?,Startup Pitch Event 316
What is the date and time of the Training Session 641?,Training Session 641
Where is the Training Session 641 taking place?,Training Session 641
Can you remind me of the Training Session 641?,Training Session 641
How do I manage recurring events like Networking Event 338?,Networking Event 338
"What is the status of my RSVP for Networking Event 338 on March 18, 2026 at 06:03 AM?",Networking Event 338
How do I send out invites for Networking Event 338?,Networking Event 338
What is the date and time of the HealthTech Symposium 118?,HealthTech Symposium 118
"Can you remind me of the HealthTech Symposium 118 on February 20, 2026 at 05:20 PM?",HealthTech Symposium 118
Is there a way to move the HealthTech Symposium 118 to a different date or time?,HealthTech Symposium 118
What time is the Hackathon 230?,Hackathon 230
Where is the Hackathon 230 taking place?,Hackathon 230
Is there a reminder for the Hackathon 230?,Hackathon 230
What is the date and time of Workshop 510?,Workshop 510
Where is Workshop 510 being held?,Workshop 510
Is Workshop 510 still happening?,Workshop 510
"Is there anything else happening on April 17, 2025 at 05:43 PM?",Product Launch 291
"Can you remind me about the Product Launch 291 on April 17, 2025 at 05:43 PM?",Product Launch 291
"Do I need to make any changes to my recurring events on April 17, 2025 at 05:43 PM?",Product Launch 291
How do I move the Blockchain & Crypto Seminar 451 to a different date?,Blockchain & Crypto Seminar 451
"Is there a scheduling conflict with the Blockchain & Crypto Seminar 451 on July 26, 2026 at 11:08 PM?",Blockchain & Crypto Seminar 451
Can I cancel the Blockchain & Crypto Seminar 451 at Metropolitan Business Lounge?,Blockchain & Crypto Seminar 451
What is the date of the Training Session 613?,Training Session 613
Can you move the Training Session 613 to a different time?,Training Session 613
Where is the Training Session 613 taking place?,Training Session 613
What is the date and time of Hackathon 418?,Hackathon 418
Where is Hackathon 418 being held?,Hackathon 418
Is there a conflict with my schedule for Hackathon 418?,Hackathon 418
What time is the Career Fair 982?,Career Fair 982
Is the Career Fair 982 at the Innovation Hub?,Career Fair 982
Is the Career Fair 982 on October 24th?,Career Fair 982
What is the date of the Startup Pitch Event 235?,Startup Pitch Event 235
Can I move the Startup Pitch Event 235 to a different time?,Startup Pitch Event 235
"Is the Startup Pitch Event 235 at the Corporate Headquarters, Boardroom?",Startup Pitch Event 235
What is the time of the Biotech Innovation Conference 651?,Biotech Innovation Conference 651
Where is the Biotech Innovation Conference 651 being held?,Biotech Innovation Conference 651
Can you remind me about the Biotech Innovation Conference 651?,Biotech Innovation Conference 651
How many people are attending the Startup Pitch Event 424?,Startup Pitch Event 424
What is the date and time of the Startup Pitch Event 424?,Startup Pitch Event 424
Where is the Startup Pitch Event 424 being held?,Startup Pitch Event 424
What time is the Software Development Meetup 519?,Software Development Meetup 519
"Is there a conflict with my other plans on March 18, 2026?",Software Development Meetup 519
Can I share the details of the Software Development Meetup 519 with my colleagues?,Software Development Meetup 519
"What time is the Product Launch 500 on April 28, 2024?",Product Launch 500
Can I move the Product Launch 500 to a different date?,Product Launch 500
"How do I set a reminder for the Product Launch 500 on April 28, 2024?",Product Launch 500
What is the date and time of the Startup Pitch Event 808?,Startup Pitch Event 808
"Is the Startup Pitch Event 808 happening at the Institute of Advanced Studies, Lecture Hall?",Startup Pitch Event 808
Can I RSVP to the Startup Pitch Event 808?,Startup Pitch Event 808
How do I move the Tech Conference 465 to a different date?,Tech Conference 465
"Can you remind me about the Tech Conference 465 on October 22, 2025 at 01:40 AM?",Tech Conference 465
What is the RSVP status for the Tech Conference 465?,Tech Conference 465
What is the date and time of AI Expo 652?,AI Expo 652
Where is AI Expo 652 being held?,AI Expo 652
Is AI Expo 652 still happening?,AI Expo 652
How do I send out invites for HealthTech Symposium 632?,HealthTech Symposium 632
Can I modify the date and time of HealthTech Symposium 632?,HealthTech Symposium 632
How do I set up post-event reminders for HealthTech Symposium 632?,HealthTech Symposium 632
What is the date of AI Expo 919?,AI Expo 919
Where is AI Expo 919 being held?,AI Expo 919
What time does AI Expo 919 start?,AI Expo 919
1. What is the date and time of the Research Symposium 812?,Research Symposium 812
2. Where is the Research Symposium 812 being held?,Research Symposium 812
3. Is there a dress code for the Research Symposium 812?,Research Symposium 812
How do I send out invites for the Blockchain & Crypto Seminar 401?,Blockchain & Crypto Seminar 401
What's my RSVP status for the Blockchain & Crypto Seminar 401?,Blockchain & Crypto Seminar 401
Can I set a reminder for the Blockchain & Crypto Seminar 401?,Blockchain & Crypto Seminar 401
What is the date and time of Workshop 603?,Workshop 603
Where is Workshop 603 being held?,Workshop 603
Is Workshop 603 a recurring event?,Workshop 603
"Set a reminder for Cybersecurity Summit 110 on December 13, 2024 at 10:16 AM.",Cybersecurity Summit 110
How often does the Cybersecurity Summit happen?,Cybersecurity Summit 110
What is the location of the Cybersecurity Summit 110?,Cybersecurity Summit 110
What is the date of the Blockchain & Crypto Seminar 130?,Blockchain & Crypto Seminar 130
Can you remind me of the time of the Blockchain & Crypto Seminar 130?,Blockchain & Crypto Seminar 130
Where is the Blockchain & Crypto Seminar 130 being held?,Blockchain & Crypto Seminar 130
What time is the Digital Marketing Forum 772?,Digital Marketing Forum 772
Where is the Digital Marketing Forum 772 being held?,Digital Marketing Forum 772
Is there anything I need to do before the Digital Marketing Forum 772?,Digital Marketing Forum 772
How do I manage recurring events like Networking Event 846?,Networking Event 846
"Can you remind me about Networking Event 846 on May 15, 2026 at 09:30 AM?",Networking Event 846
How do I send invites for Networking Event 846 at Hotel Prestige Ballroom?,Networking Event 846
"What is the time of Seminar 228 on August 30, 2024?",Seminar 228
"Is there a conflict with Seminar 228 on August 30, 2024?",Seminar 228
"Where is Seminar 228 on August 30, 2024?",Seminar 228
What is the date of the Annual Meeting 871?,Annual Meeting 871
Can you remind me of the time of the Annual Meeting 871?,Annual Meeting 871
Is my RSVP for the Annual Meeting 871 still pending?,Annual Meeting 871
What is the date of the Career Fair 388?,Career Fair 388
Can you remind me of the time of the Career Fair 388?,Career Fair 388
Where is the Career Fair 388 being held?,Career Fair 388
What time is the Career Fair 685?,Career Fair 685
Where is the Career Fair 685 being held?,Career Fair 685
Is the Career Fair 685 already over?,Career Fair 685
What time is the product launch on May 31?,Product Launch 231
Where is the product launch taking place?,Product Launch 231
Who is invited to the product launch?,Product Launch 231
What is the RSVP status for Tech Conference 914?,Tech Conference 914
Can you send out invites for Tech Conference 914?,Tech Conference 914
Do you have any post-event reminders for Tech Conference 914?,Tech Conference 914
What is the date and time of the product launch?,Product Launch 459
Can you remind me of the product launch?,Product Launch 459
Who is hosting the product launch?,Product Launch 459
What is the date and time of the Machine Learning Bootcamp 844?,Machine Learning Bootcamp 844
Can I send out invites for the Machine Learning Bootcamp 844?,Machine Learning Bootcamp 844
"Is the Machine Learning Bootcamp 844 at the Corporate Headquarters, Boardroom?",Machine Learning Bootcamp 844
